"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW06","Aircraft Services",29057471.00,39541922.19,20272719.00,20368282.00,351.00,306.00,352.00,358.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW07","Marine Safety Regulatory Framework",10743567.00,13404734.68,10922140.00,10906871.00,100.00,106.00,99.00,97.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW08","Marine Safety Oversight",46285250.00,46079087.49,44755722.00,44536842.00,405.00,406.00,409.00,406.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW10","Marine Security Regulatory Framework",1293431.00,1511923.78,1304436.00,1304700.00,12.00,12.00,12.00,12.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW11","Marine Security Oversight",10335331.00,9432522.07,10423329.00,10425500.00,88.00,84.00,87.00,87.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW13","Rail Safety Regulatory Framework",2514437.00,2883881.37,2525700.00,1815944.00,21.00,23.00,21.00,15.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW14","Rail Safety Oversight",25915827.00,26293960.81,24961508.00,17321112.00,210.00,194.00,203.00,144.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW15","Rail Safety Improvement Program",21683932.00,13728874.13,21683994.00,11666066.00,3.00,4.00,3.00,1.00,,"The spending variance is mostly due to the timing of transfer payments as the department matches actual expenditures to recipient requirements.

Actual FTEs exceeded plans as a result of funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW16","Multi-Modal and Road Safety Regulatory Framework Program",29728787.00,15996702.90,12400058.00,12158863.00,85.00,104.00,60.00,58.00,,"The spending variance is mostly due to the timing of transfer payments as the department matches actual expenditures to recipient requirements.

Actual FTEs exceeded plans as a result of funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW17","Multi-Modal and Road Safety Oversight Program",23105437.00,42140800.40,18869239.00,17523802.00,182.00,200.00,155.00,146.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW18","Intermodal Surface Security Regulatory Framework",2912809.00,3086504.40,2936726.00,2937474.00,23.00,20.00,23.00,23.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW19","Intermodal Surface Security Oversight",4549925.00,4087408.88,4700720.00,2398363.00,38.00,35.00,38.00,19.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW20","Transportation of Dangerous Goods Regulatory Framework",8693984.00,8134555.61,8187923.00,3219116.00,50.00,60.00,51.00,28.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW21","Transportation of Dangerous Goods Oversight",25772053.00,24892472.14,26765465.00,12487904.00,192.00,199.00,198.00,104.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW22","Transportation of Dangerous Goods Technical Support",7895787.00,6106374.75,8031692.00,3942565.00,65.00,54.00,66.00,32.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW24","Security Screening Certification",5387579.00,6989919.30,3417092.00,3417859.00,45.00,63.00,27.00,27.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations.

Actual FTEs exceeded plans as a result of funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW25","Emergency Management",4759697.00,4110039.81,4652984.00,4653904.00,41.00,39.00,40.00,40.00,,
"2021-2022",138,"Department of Transport","Green and Innovative Transportation System","BTX01","Climate Change and Clean Air",251950217.00,288625952.12,17044221.00,17050439.00,96.00,93.00,78.00,78.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Green and Innovative Transportation System","BTX02","Protecting Oceans and Waterways",163851448.00,105104390.50,107475050.00,79801362.00,354.00,403.00,252.00,203.00,,"The spending variance is mostly due to the timing of transfer payments and capital projects as the department matches actual expenditures to recipient requirements.

Actual FTEs exceeded plans as a result of funding received for new initiatives or from internal reallocations."
