fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2023-2024;122;1924;EML;819.0;920.0;101.0
2023-2024;122;1924;OTH;126.0;132.0;6.0
2023-2024;122;1925;EML;33.0;39.0;6.0
2023-2024;122;1925;OTH;4.0;4.0;0.0
2023-2024;122;2032;EML;5302.0;5460.0;158.0
2023-2024;122;2358;EML;200.0;235.0;35.0
2023-2024;122;2358;OTH;25.0;25.0;0.0
2023-2024;122;2359;EML;52.0;69.0;17.0
2023-2024;122;2359;OTH;21.0;22.0;1.0
2023-2024;122;SRV03172;EML;188.0;230.0;42.0
2023-2024;122;SRV03172;OTH;54.0;58.0;4.0
2023-2024;122;SRV03175;EML;523.0;523.0;0.0
2023-2024;122;SRV03175;ONL;504.0;504.0;0.0
2023-2024;122;SRV03175;OTH;485.0;488.0;3.0
2023-2024;122;SRV03179;EML;92.0;107.0;15.0
2023-2024;122;SRV03179;ONL;83.0;86.0;3.0
2023-2024;122;SRV03179;OTH;63.0;66.0;3.0
2023-2024;122;SRV03183;EML;207.0;210.0;3.0
2023-2024;122;SRV03183;ONL;145.0;147.0;2.0
2023-2024;122;SRV03183;OTH;189.0;203.0;14.0
2023-2024;122;SRV03184;EML;276.0;276.0;0.0
2023-2024;122;SRV03184;OTH;125.0;125.0;0.0
2023-2024;122;SRV03187;EML;216.0;217.0;1.0
2023-2024;122;SRV03191;EML;0.0;106.0;106.0
2023-2024;122;SRV03191;ONL;136.0;137.0;1.0
2023-2024;122;SRV03191;OTH;23.0;24.0;1.0
2023-2024;122;SRV03194;EML;1.0;13.0;12.0
2023-2024;122;SRV03194;ONL;15.0;15.0;0.0
2023-2024;122;SRV03194;OTH;1.0;13.0;12.0
2023-2024;122;SRV03207;EML;692.0;1415.0;723.0
2023-2024;122;SRV03207;OTH;565.0;647.0;82.0
2023-2024;122;SRV03209;EML;1323.0;1340.0;17.0
2023-2024;122;SRV03214;EML;192.0;224.0;32.0
2023-2024;122;SRV03216;EML;2.0;2.0;0.0
2023-2024;122;SRV03255;EML;83.0;102.0;19.0
2023-2024;122;SRV03255;OTH;22.0;29.0;7.0
2023-2024;122;SRV03257;EML;36.0;40.0;4.0
2023-2024;122;SRV03257;OTH;32.0;33.0;1.0
2023-2024;122;SRV03289;EML;49.0;52.0;3.0
2023-2024;122;SRV03291;EML;241.0;246.0;5.0
2023-2024;122;SRV03291;OTH;95.0;105.0;10.0
2023-2024;122;SRV03296;EML;17.0;17.0;0.0
2023-2024;122;SRV03296;OTH;12.0;14.0;2.0
2023-2024;122;SRV03298;EML;47.0;59.0;12.0
2023-2024;122;SRV03298;ONL;59.0;59.0;0.0
2023-2024;122;SRV03298;OTH;47.0;51.0;4.0
2023-2024;122;SRV03301;EML;21.0;21.0;0.0
2023-2024;122;SRV03301;ONL;50.0;51.0;1.0
2023-2024;122;SRV03301;OTH;28.0;29.0;1.0
2023-2024;122;SRV03304;EML;34.0;36.0;2.0
2023-2024;122;SRV03304;ONL;77.0;77.0;0.0
2023-2024;122;SRV03304;OTH;30.0;34.0;4.0
2023-2024;122;SRV03306;EML;7.0;7.0;0.0
2023-2024;122;SRV03306;OTH;3.0;3.0;0.0
2023-2024;122;SRV03308;EML;3.0;3.0;0.0
2023-2024;122;SRV03330;EML;208.0;238.0;30.0
2023-2024;122;SRV03330;OTH;53.0;58.0;5.0
2023-2024;122;SRV03334;EML;17.0;19.0;2.0
2023-2024;122;SRV03334;OTH;3.0;3.0;0.0
2023-2024;122;SRV03351;EML;2.0;3.0;1.0
2023-2024;122;SRV03351;OTH;1.0;1.0;0.0
2023-2024;122;SRV03353;EML;196.0;284.0;88.0
2023-2024;122;SRV03353;OTH;121.0;121.0;0.0
2023-2024;122;SRV03355;EML;70.0;87.0;17.0
2023-2024;122;SRV03355;OTH;18.0;20.0;2.0
2023-2024;123;1422;ONL;3162079.0;3675023.0;512944.0
2023-2024;123;1423;OTH;996882.0;3405864.0;2408982.0
2023-2024;123;1428;OTH;901811.0;1107941.0;206130.0
2023-2024;123;1466;ONL;0.0;0.0;0.0
2023-2024;123;2132;ONL;11.0;11.0;0.0
2023-2024;123;2238;EML;214104.0;1466010.0;1251906.0
2023-2024;123;2238;TEL;1568302.0;1667752.0;99450.0
2023-2024;123;SRV03044;ONL;52457.0;61409.0;8952.0
2023-2024;123;SRV03045;ONL;14315.0;18415.0;4100.0
2023-2024;123;SRV03045;POST;24267.0;34796.0;10529.0
2023-2024;123;SRV03046;OTH;32749.0;46468.0;13719.0
2023-2024;123;SRV03048;POST;368431.0;468050.0;99619.0
2023-2024;123;SRV03049;OTH;17079.0;48089.0;31010.0
2023-2024;123;SRV03049;PERSON;3478849.0;3769775.0;290926.0
2023-2024;123;SRV03049;POST;587643.0;656385.0;68742.0
2023-2024;123;SRV03050;PERSON;6196.0;7583.0;1387.0
2023-2024;123;SRV03050;POST;4992.0;5459.0;467.0
2023-2024;123;SRV03051;ONL;744521.0;1029861.0;285340.0
2023-2024;123;SRV03051;PERSON;105241.0;107801.0;2560.0
2023-2024;123;SRV03051;POST;13283.0;20166.0;6883.0
2023-2024;126;1680;EML;0.0;0.0;0.0
2023-2024;126;1683;TEL;0.0;0.0;0.0
2023-2024;126;1689;OTH;14053.0;14053.0;0.0
2023-2024;126;1691;ONL;3957.0;4237.0;280.0
2023-2024;126;1697;EML;0.0;0.0;0.0
2023-2024;126;1698;ONL;283167.0;284734.0;1567.0
2023-2024;126;1855;ONL;8076.0;8076.0;0.0
2023-2024;126;1856;PERSON;243281.0;253367.0;10086.0
2023-2024;126;3584;EML;0.0;0.0;0.0
2023-2024;126;3586;PERSON;4029.0;4029.0;0.0
2023-2024;126;SRV02838;EML;19224.0;19224.0;0.0
2023-2024;126;SRV02843;ONL;0.0;0.0;0.0
2023-2024;126;SRV03066;EML;0.0;11.0;11.0
2023-2024;126;SRV03091;ONL;72000.0;72000.0;0.0
2023-2024;126;SRV03097;OTH;59.0;59.0;0.0
2023-2024;126;SRV03098;OTH;58.0;187.0;129.0
2023-2024;126;SRV03099;OTH;602.0;2546.0;1944.0
2023-2024;126;SRV03126;EML;1462.0;1462.0;0.0
2023-2024;126;SRV03126;ONL;0.0;20.0;20.0
2023-2024;126;SRV03126;OTH;81.0;86.0;5.0
2023-2024;126;SRV03151;PERSON;0.0;207.0;207.0
2023-2024;126;SRV03156;EML;0.0;0.0;0.0
2023-2024;126;SRV03158;EML;0.0;29.0;29.0
2023-2024;126;SRV03199;ONL;0.0;0.0;0.0
2023-2024;126;SRV03219;EML;600.0;600.0;0.0
2023-2024;126;SRV03263;EML;0.0;0.0;0.0
2023-2024;126;SRV03336;EML;271.0;273.0;2.0
2023-2024;126;SRV03339;EML;5.0;6.0;1.0
2023-2024;127;1089;OTH;88.0;94.0;6.0
2023-2024;127;1932;EML;3371.0;4179.0;808.0
2023-2024;127;1943;EML;2432.0;2435.0;3.0
2023-2024;127;1947;ONL;182.0;186.0;4.0
2023-2024;127;1950;EML;998.0;998.0;0.0
2023-2024;127;1954;ONL;0.0;0.0;0.0
2023-2024;127;1957;POST;6625.0;15384.0;8759.0
2023-2024;127;1961;EML;1054.0;1162.0;108.0
2023-2024;127;1965;EML;1329.0;1345.0;16.0
2023-2024;127;1967;EML;321.0;337.0;16.0
2023-2024;127;3629;OTH;2126.0;2178.0;52.0
2023-2024;127;3630;OTH;332.0;336.0;4.0
2023-2024;127;3631;OTH;1350.0;1350.0;0.0
2023-2024;127;3632;OTH;4145.0;4188.0;43.0
2023-2024;127;3635;OTH;6771.0;7961.0;1190.0
2023-2024;127;3636;OTH;112.0;199.0;87.0
2023-2024;127;747;OTH;0.0;0.0;0.0
2023-2024;127;761;ONL;162.0;180.0;18.0
2023-2024;127;762;OTH;6000.0;6000.0;0.0
2023-2024;127;763;OTH;670834.0;670834.0;0.0
2023-2024;127;768;TEL;19633.0;21111.0;1478.0
2023-2024;127;770;OTH;0.0;0.0;0.0
2023-2024;127;771;ONL;2766.0;2766.0;0.0
2023-2024;127;772;TEL;276.0;318.0;42.0
2023-2024;127;850;ONL;41.0;57.0;16.0
2023-2024;127;859;ONL;378.0;409.0;31.0
2023-2024;127;860;ONL;495.0;581.0;86.0
2023-2024;127;861;ONL;1556.0;1559.0;3.0
2023-2024;127;862;ONL;99.0;108.0;9.0
2023-2024;127;863;ONL;614.0;647.0;33.0
2023-2024;127;864;ONL;245.0;270.0;25.0
2023-2024;127;868;ONL;91.0;142.0;51.0
2023-2024;127;874;EML;2469.0;2693.0;224.0
2023-2024;127;875;OTH;753.0;753.0;0.0
2023-2024;127;876;EML;222.0;303.0;81.0
2023-2024;127;877;EML;3713.0;3716.0;3.0
2023-2024;127;878;EML;195.0;198.0;3.0
2023-2024;127;879;OTH;94276.0;95788.0;1512.0
2023-2024;127;880;OTH;18.0;18.0;0.0
2023-2024;127;SRV02854;EML;50.0;50.0;0.0
2023-2024;127;SRV02854;OTH;482.0;482.0;0.0
2023-2024;127;SRV02864;PERSON;42.0;49.0;7.0
2023-2024;127;SRV02864;TEL;42978.0;67665.0;24687.0
2023-2024;127;SRV02865;OTH;10758.0;14339.0;3581.0
2023-2024;127;SRV02901;EML;691.0;691.0;0.0
2023-2024;127;SRV02901;OTH;762.0;762.0;0.0
2023-2024;127;SRV02947;ONL;2404.0;2664.0;260.0
2023-2024;127;SRV03146;OTH;8372.0;8477.0;105.0
2023-2024;128;1001;OTH;331665.0;382894.0;51229.0
2023-2024;128;1001;TEL;1924219.0;2787232.0;863013.0
2023-2024;128;1003;ONL;2434936.0;2809285.0;374349.0
2023-2024;128;1003;TEL;5157032.0;6031407.0;874375.0
2023-2024;128;1005;OTH;0.0;0.0;0.0
2023-2024;128;1007;OTH;73736.0;79430.0;5694.0
2023-2024;128;1090;OTH;11049.0;12759.0;1710.0
2023-2024;128;1093;TEL;1578237.0;1814066.0;235829.0
2023-2024;128;1242;PERSON;3446838.0;3717463.0;270625.0
2023-2024;128;1242;POST;641763.0;734238.0;92475.0
2023-2024;128;1252;PERSON;2974893.0;4251105.0;1276212.0
2023-2024;128;1254;FAX;12.0;12.0;0.0
2023-2024;128;1254;ONL;8629.0;8630.0;1.0
2023-2024;128;1254;POST;23.0;23.0;0.0
2023-2024;128;1254;TEL;3467.0;3467.0;0.0
2023-2024;128;1256;OTH;1860.0;2257.0;397.0
2023-2024;128;1266;OTH;63031.0;71067.0;8036.0
2023-2024;128;1292;ONL;776594.0;838339.0;61745.0
2023-2024;128;1292;OTH;337384.0;337384.0;0.0
2023-2024;128;1292;PERSON;1694559.0;1717806.0;23247.0
2023-2024;128;1292;POST;3585.0;3689.0;104.0
2023-2024;128;1294;ONL;495374.0;495456.0;82.0
2023-2024;128;1295;EML;3717.0;3736.0;19.0
2023-2024;128;1296;EML;36522.0;37337.0;815.0
2023-2024;128;1296;ONL;1437258.0;1459121.0;21863.0
2023-2024;128;1296;POST;3059.0;3059.0;0.0
2023-2024;128;1296;TEL;606232.0;743625.0;137393.0
2023-2024;128;1298;EML;5360.0;5360.0;0.0
2023-2024;128;1298;ONL;253919.0;253919.0;0.0
2023-2024;128;1298;POST;165.0;165.0;0.0
2023-2024;128;1298;TEL;20190.0;20313.0;123.0
2023-2024;128;1322;EML;654.0;1234.0;580.0
2023-2024;128;1322;OTH;62725082.0;63009775.0;284693.0
2023-2024;128;1322;POST;91.0;285.0;194.0
2023-2024;128;1322;TEL;12085.0;30986.0;18901.0
2023-2024;128;1331;EML;625.0;1303.0;678.0
2023-2024;128;1331;POST;42.0;107.0;65.0
2023-2024;128;1331;TEL;9020.0;23128.0;14108.0
2023-2024;128;1337;OTH;2820.0;3785.0;965.0
2023-2024;128;1369;EML;6.0;6.0;0.0
2023-2024;128;1371;EML;7255.0;8897.0;1642.0
2023-2024;128;1373;OTH;144.0;144.0;0.0
2023-2024;128;1374;OTH;1202.0;2964.0;1762.0
2023-2024;128;7;OTH;136511.0;276134.0;139623.0
2023-2024;128;7;TEL;1924219.0;2787232.0;863013.0
2023-2024;128;991;OTH;43836.0;74993.0;31157.0
2023-2024;128;SRV03064;OTH;439020.0;467043.0;28023.0
2023-2024;128;SRV03065;TEL;20200.0;20825.0;625.0
2023-2024;129;1019;EML;6.0;6.0;0.0
2023-2024;129;1023;EML;3.0;3.0;0.0
2023-2024;129;1157;EML;238.0;238.0;0.0
2023-2024;129;1161;ONL;31.0;31.0;0.0
2023-2024;129;1162;ONL;39.0;39.0;0.0
2023-2024;129;1163;EML;0.0;0.0;0.0
2023-2024;129;1164;OTH;14.0;14.0;0.0
2023-2024;129;1165;OTH;3.0;3.0;0.0
2023-2024;129;1432;EML;81.0;81.0;0.0
2023-2024;129;1483;OTH;3.0;3.0;0.0
2023-2024;129;2128;OTH;0.0;0.0;0.0
2023-2024;129;2559;EML;0.0;46.0;46.0
2023-2024;129;2564;EML;0.0;0.0;0.0
2023-2024;129;SRV03379;EML;0.0;257.0;257.0
2023-2024;130;1218;EML;205.0;210.0;5.0
2023-2024;130;1221;TEL;2273.0;2287.0;14.0
2023-2024;130;1222;ONL;1155.0;1155.0;0.0
2023-2024;130;1234;ONL;38.0;38.0;0.0
2023-2024;130;1235;ONL;787400.0;806053.0;18653.0
2023-2024;130;1243;ONL;548.0;904.0;356.0
2023-2024;130;1244;OTH;183.0;190.0;7.0
2023-2024;130;1248;ONL;589.0;589.0;0.0
2023-2024;130;1250;EML;5.0;5.0;0.0
2023-2024;130;1253;ONL;11165.0;11609.0;444.0
2023-2024;130;1253;OTH;7447.0;7651.0;204.0
2023-2024;130;1255;ONL;6950.0;9209.0;2259.0
2023-2024;130;1255;OTH;207.0;231.0;24.0
2023-2024;130;1258;ONL;78941.0;78994.0;53.0
2023-2024;130;1258;OTH;22758.0;84373.0;61615.0
2023-2024;130;1265;EML;21.0;21.0;0.0
2023-2024;130;1267;OTH;77405.0;83544.0;6139.0
2023-2024;130;1267;POST;16.0;20.0;4.0
2023-2024;130;1268;FAX;0.0;0.0;0.0
2023-2024;130;1268;ONL;2.0;2.0;0.0
2023-2024;130;1268;POST;0.0;0.0;0.0
2023-2024;130;1268;TEL;8.0;9.0;1.0
2023-2024;130;1274;FAX;0.0;0.0;0.0
2023-2024;130;1274;ONL;0.0;0.0;0.0
2023-2024;130;1274;POST;0.0;0.0;0.0
2023-2024;130;1274;TEL;16.0;18.0;2.0
2023-2024;130;1276;FAX;2.0;2.0;0.0
2023-2024;130;1276;ONL;2653.0;2872.0;219.0
2023-2024;130;1276;POST;17.0;18.0;1.0
2023-2024;130;1276;TEL;10610.0;12747.0;2137.0
2023-2024;130;1282;FAX;0.0;0.0;0.0
2023-2024;130;1282;ONL;142.0;160.0;18.0
2023-2024;130;1282;POST;0.0;0.0;0.0
2023-2024;130;1282;TEL;140.0;174.0;34.0
2023-2024;130;1287;FAX;0.0;0.0;0.0
2023-2024;130;1287;ONL;2.0;2.0;0.0
2023-2024;130;1287;POST;0.0;0.0;0.0
2023-2024;130;1287;TEL;10.0;12.0;2.0
2023-2024;130;1289;FAX;0.0;0.0;0.0
2023-2024;130;1289;ONL;64.0;76.0;12.0
2023-2024;130;1289;POST;0.0;0.0;0.0
2023-2024;130;1289;TEL;51.0;66.0;15.0
2023-2024;130;1291;ONL;63.0;63.0;0.0
2023-2024;130;1301;EML;249.0;305.0;56.0
2023-2024;130;1304;EML;1123.0;1123.0;0.0
2023-2024;130;1304;FAX;14.0;14.0;0.0
2023-2024;130;1304;ONL;13247.0;13247.0;0.0
2023-2024;130;1304;OTH;1835.0;1844.0;9.0
2023-2024;130;1304;POST;373.0;374.0;1.0
2023-2024;130;1306;EML;1834.0;1855.0;21.0
2023-2024;130;1306;ONL;7346.0;7492.0;146.0
2023-2024;130;1306;OTH;841.0;859.0;18.0
2023-2024;130;1306;POST;28.0;29.0;1.0
2023-2024;130;1307;TEL;45.0;45.0;0.0
2023-2024;130;1315;ONL;12146.0;12152.0;6.0
2023-2024;130;1323;FAX;0.0;0.0;0.0
2023-2024;130;1323;ONL;3.0;4.0;1.0
2023-2024;130;1323;POST;0.0;0.0;0.0
2023-2024;130;1323;TEL;0.0;0.0;0.0
2023-2024;130;1332;FAX;20.0;21.0;1.0
2023-2024;130;1332;ONL;19088.0;20636.0;1548.0
2023-2024;130;1332;POST;14.0;16.0;2.0
2023-2024;130;1332;TEL;63645.0;76374.0;12729.0
2023-2024;130;2015;OTH;9905.0;11230.0;1325.0
2023-2024;130;2015;TEL;20612.0;23402.0;2790.0
2023-2024;130;2021;EML;137.0;141.0;4.0
2023-2024;130;2021;ONL;929.0;933.0;4.0
2023-2024;130;2080;ONL;18.0;19.0;1.0
2023-2024;130;2082;ONL;16.0;17.0;1.0
2023-2024;130;2083;ONL;18.0;20.0;2.0
2023-2024;130;2084;ONL;12.0;12.0;0.0
2023-2024;130;2217;OTH;1.0;1.0;0.0
2023-2024;130;2222;EML;382.0;673.0;291.0
2023-2024;130;2225;EML;1321.0;1321.0;0.0
2023-2024;130;2225;ONL;524.0;525.0;1.0
2023-2024;130;2227;ONL;62.0;65.0;3.0
2023-2024;130;2228;EML;2.0;2.0;0.0
2023-2024;130;2229;FAX;0.0;0.0;0.0
2023-2024;130;2229;ONL;51.0;66.0;15.0
2023-2024;130;2229;POST;0.0;0.0;0.0
2023-2024;130;2229;TEL;47.0;66.0;19.0
2023-2024;130;2235;ONL;91.0;112.0;21.0
2023-2024;130;2235;OTH;0.0;0.0;0.0
2023-2024;130;2235;TEL;311.0;431.0;120.0
2023-2024;130;2240;EML;0.0;0.0;0.0
2023-2024;130;2250;EML;40.0;76.0;36.0
2023-2024;130;2250;OTH;4.0;4.0;0.0
2023-2024;130;2251;ONL;0.0;0.0;0.0
2023-2024;130;2260;EML;0.0;1201.0;1201.0
2023-2024;130;3599;EML;35.0;36.0;1.0
2023-2024;130;3600;EML;0.0;0.0;0.0
2023-2024;130;3601;ONL;0.0;0.0;0.0
2023-2024;130;SRV02791;ONL;0.0;0.0;0.0
2023-2024;130;SRV02890;EML;1431.0;1529.0;98.0
2023-2024;130;SRV03224;EML;0.0;0.0;0.0
2023-2024;130;SRV03226;EML;6.0;6.0;0.0
2023-2024;130;SRV03226;ONL;43.0;43.0;0.0
2023-2024;130;SRV03226;OTH;8.0;8.0;0.0
2023-2024;130;SRV03226;POST;0.0;0.0;0.0
2023-2024;130;SRV03232;OTH;238.0;252.0;14.0
2023-2024;130;SRV03238;EML;129.0;146.0;17.0
2023-2024;130;SRV03243;EML;134.0;157.0;23.0
2023-2024;130;SRV03248;EML;1791.0;1793.0;2.0
2023-2024;130;SRV03261;EML;126.0;126.0;0.0
2023-2024;130;SRV03264;EML;154.0;160.0;6.0
2023-2024;130;SRV03267;EML;644.0;648.0;4.0
2023-2024;133;1064;EML;65.0;65.0;0.0
2023-2024;133;1064;ONL;65.0;65.0;0.0
2023-2024;133;1064;OTH;14.0;14.0;0.0
2023-2024;133;1065;EML;306.0;306.0;0.0
2023-2024;133;1065;OTH;67.0;67.0;0.0
2023-2024;133;1066;ONL;1721.0;2425.0;704.0
2023-2024;134;1260;ONL;2297.0;2520.0;223.0
2023-2024;134;1521;OTH;0.0;0.0;0.0
2023-2024;134;1576;EML;1532.0;1532.0;0.0
2023-2024;134;1578;ONL;2134.0;2595.0;461.0
2023-2024;134;1588;EML;146.0;146.0;0.0
2023-2024;134;1642;EML;0.0;0.0;0.0
2023-2024;134;1657;EML;0.0;0.0;0.0
2023-2024;134;1670;EML;4874.0;10619.0;5745.0
2023-2024;134;1672;OTH;1565.0;3410.0;1845.0
2023-2024;134;1673;OTH;0.0;0.0;0.0
2023-2024;134;1673;POST;202.0;441.0;239.0
2023-2024;134;1674;EML;391.0;402.0;11.0
2023-2024;134;1675;OTH;0.0;0.0;0.0
2023-2024;134;1709;ONL;3130.0;3297.0;167.0
2023-2024;134;1711;EML;1615.0;1700.0;85.0
2023-2024;134;1712;EML;3167.0;3167.0;0.0
2023-2024;134;2574;ONL;1498.0;1506.0;8.0
2023-2024;134;2577;EML;26.0;27.0;1.0
2023-2024;134;2585;ONL;285.0;386.0;101.0
2023-2024;134;2589;ONL;157166.0;157418.0;252.0
2023-2024;134;2596;ONL;189.0;189.0;0.0
2023-2024;134;2597;ONL;67.0;68.0;1.0
2023-2024;134;2600;EML;288.0;318.0;30.0
2023-2024;134;2600;OTH;105.0;105.0;0.0
2023-2024;134;2601;ONL;412.0;418.0;6.0
2023-2024;134;2602;EML;75.0;84.0;9.0
2023-2024;134;2603;ONL;42.0;43.0;1.0
2023-2024;134;2605;ONL;26.0;26.0;0.0
2023-2024;134;2607;EML;7.0;7.0;0.0
2023-2024;134;2610;EML;190.0;190.0;0.0
2023-2024;134;2611;ONL;133.0;138.0;5.0
2023-2024;134;2612;ONL;115.0;134.0;19.0
2023-2024;134;2613;ONL;23.0;47.0;24.0
2023-2024;134;2614;ONL;102.0;133.0;31.0
2023-2024;134;2617;ONL;0.0;0.0;0.0
2023-2024;134;2618;ONL;2.0;23.0;21.0
2023-2024;134;2619;EML;13.0;13.0;0.0
2023-2024;134;2620;ONL;44.0;48.0;4.0
2023-2024;134;2912;ONL;0.0;0.0;0.0
2023-2024;134;2913;ONL;9.0;11.0;2.0
2023-2024;134;2914;ONL;0.0;0.0;0.0
2023-2024;134;2915;EML;34.0;34.0;0.0
2023-2024;134;2918;ONL;2.0;2.0;0.0
2023-2024;134;2919;EML;2.0;3.0;1.0
2023-2024;134;2920;EML;8.0;8.0;0.0
2023-2024;134;2921;EML;103.0;110.0;7.0
2023-2024;134;2922;EML;13.0;13.0;0.0
2023-2024;134;2923;EML;601.0;606.0;5.0
2023-2024;134;2936;EML;230.0;278.0;48.0
2023-2024;134;2939;OTH;2715.0;2715.0;0.0
2023-2024;134;2940;EML;102.0;116.0;14.0
2023-2024;134;3193;ONL;7737.0;7754.0;17.0
2023-2024;134;3215;EML;134.0;217.0;83.0
2023-2024;134;3220;EML;293.0;386.0;93.0
2023-2024;134;3222;EML;327.0;339.0;12.0
2023-2024;134;3242;EML;0.0;0.0;0.0
2023-2024;134;3251;EML;15.0;39.0;24.0
2023-2024;134;3375;EML;189.0;189.0;0.0
2023-2024;134;3378;EML;11.0;11.0;0.0
2023-2024;134;3603;EML;68.0;71.0;3.0
2023-2024;134;3606;EML;84.0;84.0;0.0
2023-2024;134;3612;EML;21.0;21.0;0.0
2023-2024;134;3613;EML;68.0;68.0;0.0
2023-2024;135;2297;EML;2.0;2.0;0.0
2023-2024;135;2297;ONL;3.0;4.0;1.0
2023-2024;135;2300;ONL;723.0;723.0;0.0
2023-2024;135;278;EML;0.0;0.0;0.0
2023-2024;135;278;ONL;1.0;1.0;0.0
2023-2024;135;280;EML;5.0;5.0;0.0
2023-2024;135;280;ONL;8.0;11.0;3.0
2023-2024;135;282;EML;51.0;51.0;0.0
2023-2024;135;282;ONL;16.0;55.0;39.0
2023-2024;135;283;EML;0.0;0.0;0.0
2023-2024;135;283;ONL;2.0;3.0;1.0
2023-2024;135;284;EML;0.0;0.0;0.0
2023-2024;135;284;ONL;0.0;5.0;5.0
2023-2024;135;288;EML;0.0;0.0;0.0
2023-2024;135;288;ONL;13.0;29.0;16.0
2023-2024;135;335;EML;3.0;23.0;20.0
2023-2024;135;335;ONL;35.0;61.0;26.0
2023-2024;135;337;EML;1.0;28.0;27.0
2023-2024;135;337;ONL;48.0;91.0;43.0
2023-2024;135;339;EML;0.0;0.0;0.0
2023-2024;135;339;ONL;1.0;2.0;1.0
2023-2024;135;341;EML;3.0;5.0;2.0
2023-2024;135;341;ONL;12.0;13.0;1.0
2023-2024;135;344;EML;452.0;453.0;1.0
2023-2024;135;344;ONL;590.0;655.0;65.0
2023-2024;135;351;EML;0.0;0.0;0.0
2023-2024;135;351;ONL;9.0;11.0;2.0
2023-2024;135;352;EML;6.0;8.0;2.0
2023-2024;135;352;ONL;22.0;30.0;8.0
2023-2024;135;355;EML;0.0;0.0;0.0
2023-2024;135;355;ONL;0.0;0.0;0.0
2023-2024;135;356;EML;0.0;0.0;0.0
2023-2024;135;356;ONL;0.0;0.0;0.0
2023-2024;135;767;EML;13.0;14.0;1.0
2023-2024;135;767;ONL;7.0;20.0;13.0
2023-2024;135;779;EML;130.0;149.0;19.0
2023-2024;135;795;EML;0.0;0.0;0.0
2023-2024;135;795;ONL;8.0;21.0;13.0
2023-2024;135;810;EML;132.0;132.0;0.0
2023-2024;135;810;ONL;16.0;17.0;1.0
2023-2024;135;811;EML;19.0;19.0;0.0
2023-2024;135;811;ONL;58.0;69.0;11.0
2023-2024;135;813;EML;2.0;6.0;4.0
2023-2024;135;813;ONL;0.0;0.0;0.0
2023-2024;135;814;EML;0.0;0.0;0.0
2023-2024;135;814;ONL;2.0;2.0;0.0
2023-2024;135;815;EML;0.0;0.0;0.0
2023-2024;135;815;ONL;3.0;9.0;6.0
2023-2024;135;816;EML;0.0;0.0;0.0
2023-2024;135;816;ONL;17.0;53.0;36.0
2023-2024;135;817;EML;0.0;0.0;0.0
2023-2024;135;817;ONL;1.0;3.0;2.0
2023-2024;135;818;EML;50.0;51.0;1.0
2023-2024;135;822;ONL;45.0;45.0;0.0
2023-2024;135;838;EML;1300.0;1300.0;0.0
2023-2024;135;838;TEL;364.0;364.0;0.0
2023-2024;135;840;EML;14.0;14.0;0.0
2023-2024;135;840;ONL;40.0;50.0;10.0
2023-2024;135;845;EML;100.0;100.0;0.0
2023-2024;135;882;EML;82.0;96.0;14.0
2023-2024;135;882;ONL;139.0;164.0;25.0
2023-2024;135;SRV02765;EML;6.0;6.0;0.0
2023-2024;135;SRV02765;ONL;6.0;14.0;8.0
2023-2024;135;SRV02766;EML;16.0;20.0;4.0
2023-2024;135;SRV02766;ONL;60.0;137.0;77.0
2023-2024;135;SRV02776;EML;0.0;0.0;0.0
2023-2024;135;SRV02776;ONL;0.0;3.0;3.0
2023-2024;136;10;EML;1959.0;3194.0;1235.0
2023-2024;136;1103;OTH;0.0;0.0;0.0
2023-2024;136;1130;EML;0.0;0.0;0.0
2023-2024;136;1147;EML;4602.0;5095.0;493.0
2023-2024;136;3589;OTH;14706.0;14706.0;0.0
2023-2024;136;843;OTH;0.0;0.0;0.0
2023-2024;136;844;OTH;0.0;0.0;0.0
2023-2024;136;870;EML;55115.0;58229.0;3114.0
2023-2024;136;870;ONL;221275.0;269345.0;48070.0
2023-2024;136;871;EML;55115.0;58229.0;3114.0
2023-2024;136;871;ONL;3784.0;4237.0;453.0
2023-2024;136;872;EML;55940.0;59058.0;3118.0
2023-2024;136;904;OTH;33211122.0;33271010.0;59888.0
2023-2024;136;906;OTH;4744.0;4744.0;0.0
2023-2024;136;909;OTH;250.0;256.0;6.0
2023-2024;136;916;OTH;490.0;505.0;15.0
2023-2024;136;938;ONL;90638.0;98012.0;7374.0
2023-2024;136;938;OTH;64399.0;79411.0;15012.0
2023-2024;136;940;OTH;1901.0;4601.0;2700.0
2023-2024;136;960;EML;0.0;0.0;0.0
2023-2024;136;970;OTH;0.0;1609.0;1609.0
2023-2024;137;1208;EML;48.0;54.0;6.0
2023-2024;137;1995;TEL;4198.0;4583.0;385.0
2023-2024;137;2007;ONL;23234.0;23468.0;234.0
2023-2024;137;2038;OTH;91.0;98.0;7.0
2023-2024;137;2094;ONL;0.0;0.0;0.0
2023-2024;137;2095;ONL;0.0;0.0;0.0
2023-2024;137;243;ONL;29.0;46.0;17.0
2023-2024;137;245;ONL;14.0;14.0;0.0
2023-2024;137;247;ONL;28.0;28.0;0.0
2023-2024;137;2505;OTH;2.0;2.0;0.0
2023-2024;137;254;ONL;0.0;0.0;0.0
2023-2024;137;255;EML;23.0;23.0;0.0
2023-2024;137;263;EML;128.0;155.0;27.0
2023-2024;137;263;ONL;138.0;138.0;0.0
