service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
863;Category F - Authorizations under the Pest Control Product Regulations;Catégorie F - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
864;Category L - Authorizations under the Pest Control Product Regulations;Catégorie L - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
865;Pest Management Information Service;Service de renseignements sur la lutte antiparasitaire;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
866;User Requested Minor Use Label Expansions (URMULE);Profil d'emploi pour les usages limités à la demande des utilisateurs (PEPUDU);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
867;Application for the Inspection of Confidential Test Data;Demande d'examen des données d'essai confidentielles;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
868;Category P – Pre-submission Consultation;Catégorie P - Consultations préalables aux demandes d'homologation;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
3733;Adjudication of Immigration and Refugee cases;Décision des cas d’immigration et de statut de réfugié;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2023-2024;2023-2024;True
1422;Electronic Travel Authorization;Autorisation de voyage électronique;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1423;Temporary Resident Visa;Visa de résident temporaire;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1426;Temporary Resident Permit;Permis de résident temporaire;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1428;Study Permit;Permis d'études;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1450;Resettled Refugees - Permanent Residence;Réfugiés réinstallés  - Résidence Permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1455;Protected Person & Dependants - Permanent Residence;Personne protégée et personnes à charge - Résidence Permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1457;In-Canada Asylum Claim;Octroi de l'asile au Canada;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1466;Resettlement Assistance Program Transfer Payments: Contributions to Service Provider Organisations;Paiements de transfert du Programme d'aide à la réinstallation: Contributions aux fournisseurs de services;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1470;Resettlement Assistance Program Transfer Payments: Income Support to Refugees in Canada;Paiements de transfert du Programme d'aide à la réinstallation: Soutien du revenu aux réfugiés au Canada;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
1488;Proof of Citizenship;Preuve de citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2023-2024;True
2132;Settlement Program Transfer Payments;Paiements de transfert du Programme d'établissement;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2019-2020;2023-2024;True
2238;Client Support Centre;Centre de soutien à la clientèle;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2020-2021;2023-2024;True
SRV03044;Federal Economic Immigration- Permanent Residence;Immigration économique fédérale- Résidence permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03045;Regional Economic Immigration- Permanent Residence;Immigration économique régionale- Résidence permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03046;Family Reunification- Permanent Residence;Regroupement familial- Résidence permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03047;Humanitarian/Compassionate and Discretionary Immigration- Permanent Residence;Immigration pour considérations d’ordre humanitaire et discrétionnaire- Résidence permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03048;Grant of Citizenship;Attribution de citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03049;Passports & Travel Documents;Délivrance de passeports et de titres de voyage;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03050;Passport Administrative Services;Services administratifs des passeports;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
SRV03051;Work Permit;Permis de travail;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2022-2023;2023-2024;True
1679;Canadian Impact Assessment Registry;Registre canadien d’évaluation d’impact;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2018-2019;2023-2024;True
2569;Indigenous Capacity Support Program;Programme de soutien des capacités autochtones;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2020-2021;2023-2024;True
2115;introduction to and Advanced Training on the IAA;Introduction et formation avancée à la LEI;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2019-2020;2023-2024;True
2570;Participant Funding Program;Programme d’aide financière aux participants;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2020-2021;2023-2024;True
2571;Policy Dialogue Program;Programme de dialogue sur les politiques;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2020-2021;2023-2024;True
2572;Projects subject to federal assessment under the IAA;Projets assujettis à l'évaluation fédérale en vertu de la Loi sur l'évaluation d’impact (LEI);Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2020-2021;2023-2024;True
SRV02863;Requests for designation, regional assessment, and strategic assessment;Des demandes de désignation, d'évaluation régionale et d'évaluation stratégique;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2021-2022;2023-2024;True
2573;Research Program;Programme de recherche;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2020-2021;2023-2024;True
1721;Respond to Correspondence Addressed to the Minister;Répondre aux correspondances adressées au ministre;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2018-2019;2023-2024;True
1722;Respond to Correspondence Addressed to the President;Répondre aux correspondances adressées au président;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2018-2019;2023-2024;True
1236;Funding for Essential Community-Based Services: Assisted Living;Financement des services essentiels communautaires : aide à la vie autonome;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1239;Funding for Essential Community-Based Services: Income Assistance;Financement des services essentiels communautaires : aide au revenu;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1241;Funding Essential Community-Based Services: Family Violence Prevention Shelter Program;Financement des services essentiels communautaires : Programme pour la prévention de la violence familiale;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1247;Funding for Essential Community-Based Services: Urban Programming for Indigenous Peoples;Financement des services essentiels communautaires : Programmes urbains pour les peuples autochtones;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1300;Funding Essential Community-Based Services: Elementary and Secondary Education;Financement des services essentiels communautaires : financement de l’éducation primaire et secondaire;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1302;First Nations and Inuit Skills Link Program;Programme Connexion compétences à l’intention des Premières Nations et des Inuits;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1305;First Nations and Inuit Summer Work Experience Program;Programme Expérience d'emploi d’été pour les étudiants inuits et des Premières Nations;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1310;First Nations and Inuit Cultural Education Centres Program Funding;Financement du Programme des centres éducatifs et culturels des Premières Nations et des Inuits;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1313;First Nations, Métis Nation and Inuit Post-Secondary Education Strategies;Stratégies d’éducation postsecondaire des Premières Nations, de la Nation métisse et des Inuits;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1729;Federal On-Reserve School Operations and Funding;Financement et fonctionnement des écoles fédérales dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1755;Band Support Funding;Financement du soutien des bandes;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1756;Tribal Council Funding;Financement des conseils tribaux;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1757;Employee Benefits;Avantages sociaux des employés;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1758;Professional and Institutional Development;Dévelopement professionnel et institutionnel;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1759;Emergency Management, Crisis & Strategic Communications: First Nations Emergency Management Funding;Gestion des urgences, communications de crise et stratégiques : Financement de la gestion des urgences des Premières Nations;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1760;On-Reserve Education Facilities Funding;Fonds d'installations d'enseignement pour les collectivités dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1761;On-Reserve Education Facilities Policy and Technical Support;Politique et soutien technique en matière d'installations d'enseignement pour les collectivités dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1763;On-Reserve Education Facilities Capacity Building;Renforcement des capacités pour les installations d'enseignement pour les collectivités dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1764;On-Reserve Water and Wastewater;L'eau et les eaux usées dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
1765;On-Reserve Other Community Infrastructure Policy and Technical Support;Politique et soutien technique en matière d'autres infrastructures communautaires pour les collectivités dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2018-2019;2023-2024;True
