fiscal_yr;service_id;online_interaction_point;activation;online_interaction_point_sort
2022-2023;668;authentication;N;2
2022-2023;668;application;N;3
2022-2023;668;decision;N;4
2022-2023;668;issuance;N;5
2022-2023;668;feedback;N;6
2022-2023;669;registration;;1
2022-2023;669;authentication;;2
2022-2023;669;application;;3
2022-2023;669;decision;;4
2022-2023;669;issuance;;5
2022-2023;669;feedback;;6
2020-2021;670;registration;;1
2020-2021;670;authentication;;2
2020-2021;670;application;;3
2020-2021;670;decision;;4
2020-2021;670;issuance;;5
2020-2021;670;feedback;;6
2020-2021;671;registration;;1
2020-2021;671;authentication;;2
2020-2021;671;application;;3
2020-2021;671;decision;;4
2020-2021;671;issuance;;5
2020-2021;671;feedback;;6
2020-2021;672;registration;;1
2020-2021;672;authentication;;2
2020-2021;672;application;;3
2020-2021;672;decision;;4
2020-2021;672;issuance;;5
2020-2021;672;feedback;;6
2022-2023;673;registration;;1
2022-2023;673;authentication;;2
2022-2023;673;application;;3
2022-2023;673;decision;;4
2022-2023;673;issuance;;5
2022-2023;673;feedback;;6
2022-2023;674;registration;;1
2022-2023;674;authentication;;2
2022-2023;674;application;;3
2022-2023;674;decision;;4
2022-2023;674;issuance;;5
2022-2023;674;feedback;;6
2022-2023;675;registration;;1
2022-2023;675;authentication;;2
2022-2023;675;application;;3
2022-2023;675;decision;;4
2022-2023;675;issuance;;5
2022-2023;675;feedback;;6
2022-2023;676;registration;;1
2022-2023;676;authentication;;2
2022-2023;676;application;;3
2022-2023;676;decision;;4
2022-2023;676;issuance;;5
2022-2023;676;feedback;;6
2020-2021;677;registration;;1
2020-2021;677;authentication;;2
2020-2021;677;application;;3
2020-2021;677;decision;;4
2020-2021;677;issuance;;5
2020-2021;677;feedback;;6
2022-2023;678;registration;;1
2022-2023;678;authentication;;2
2022-2023;678;application;;3
2022-2023;678;decision;;4
2022-2023;678;issuance;;5
2022-2023;678;feedback;;6
2022-2023;679;registration;;1
2022-2023;679;authentication;;2
2022-2023;679;application;Y;3
2022-2023;679;decision;;4
2022-2023;679;issuance;;5
2022-2023;679;feedback;Y;6
2022-2023;680;registration;;1
2022-2023;680;authentication;N;2
2022-2023;680;application;N;3
2022-2023;680;decision;N;4
2022-2023;680;issuance;;5
2022-2023;680;feedback;N;6
2022-2023;687;registration;;1
2022-2023;687;authentication;;2
2022-2023;687;application;;3
2022-2023;687;decision;;4
2022-2023;687;issuance;Y;5
2022-2023;687;feedback;Y;6
2022-2023;688;registration;;1
2022-2023;688;authentication;;2
2022-2023;688;application;;3
2022-2023;688;decision;;4
2022-2023;688;issuance;Y;5
2022-2023;688;feedback;Y;6
2022-2023;689;registration;;1
2022-2023;689;authentication;;2
2022-2023;689;application;;3
2022-2023;689;decision;;4
2022-2023;689;issuance;Y;5
2022-2023;689;feedback;Y;6
2022-2023;690;registration;Y;1
2022-2023;690;authentication;Y;2
2022-2023;690;application;;3
2022-2023;690;decision;;4
2022-2023;690;issuance;Y;5
2022-2023;690;feedback;;6
2022-2023;691;registration;Y;1
2022-2023;691;authentication;Y;2
2022-2023;691;application;;3
2022-2023;691;decision;;4
2022-2023;691;issuance;Y;5
2022-2023;691;feedback;;6
2022-2023;694;registration;Y;1
2022-2023;694;authentication;Y;2
2022-2023;694;application;Y;3
2022-2023;694;decision;N;4
2022-2023;694;issuance;Y;5
2022-2023;694;feedback;Y;6
2022-2023;7;registration;Y;1
2022-2023;7;authentication;Y;2
2022-2023;7;application;Y;3
2022-2023;7;decision;Y;4
2022-2023;7;issuance;Y;5
2022-2023;7;feedback;Y;6
2022-2023;707;registration;Y;1
2022-2023;707;authentication;Y;2
2022-2023;707;application;Y;3
2022-2023;707;decision;N;4
2022-2023;707;issuance;Y;5
2022-2023;707;feedback;Y;6
2022-2023;712;registration;;1
2022-2023;712;authentication;;2
2022-2023;712;application;;3
2022-2023;712;decision;;4
2022-2023;712;issuance;;5
2022-2023;712;feedback;;6
2022-2023;716;registration;;1
2022-2023;716;authentication;;2
2022-2023;716;application;;3
2022-2023;716;decision;;4
2022-2023;716;issuance;;5
2022-2023;716;feedback;;6
2022-2023;717;registration;;1
2022-2023;717;authentication;;2
2022-2023;717;application;;3
2022-2023;717;decision;;4
2022-2023;717;issuance;;5
2022-2023;717;feedback;;6
2022-2023;718;registration;;1
2022-2023;718;authentication;;2
2022-2023;718;application;;3
2022-2023;718;decision;;4
2022-2023;718;issuance;;5
2022-2023;718;feedback;;6
2022-2023;719;registration;N;1
2022-2023;719;authentication;N;2
2022-2023;719;application;N;3
2022-2023;719;decision;N;4
2022-2023;719;issuance;N;5
2022-2023;719;feedback;N;6
2022-2023;720;registration;N;1
2022-2023;720;authentication;N;2
2022-2023;720;application;N;3
2022-2023;720;decision;N;4
2022-2023;720;issuance;N;5
2022-2023;720;feedback;N;6
2022-2023;721;registration;Y;1
2022-2023;721;authentication;Y;2
2022-2023;721;application;Y;3
2022-2023;721;decision;Y;4
2022-2023;721;issuance;Y;5
2022-2023;721;feedback;Y;6
2020-2021;722;registration;N;1
2020-2021;722;authentication;N;2
2020-2021;722;application;N;3
2020-2021;722;decision;N;4
2020-2021;722;issuance;N;5
2020-2021;722;feedback;N;6
2022-2023;723;registration;;1
2022-2023;723;authentication;N;2
2022-2023;723;application;N;3
2022-2023;723;decision;N;4
2022-2023;723;issuance;N;5
2022-2023;723;feedback;N;6
2022-2023;724;registration;N;1
2022-2023;724;authentication;N;2
2022-2023;724;application;N;3
2022-2023;724;decision;N;4
2022-2023;724;issuance;N;5
2022-2023;724;feedback;N;6
2019-2020;725;registration;;1
2019-2020;725;authentication;;2
2019-2020;725;application;;3
2019-2020;725;decision;;4
2019-2020;725;issuance;;5
2019-2020;725;feedback;;6
2020-2021;726;registration;;1
2020-2021;726;authentication;;2
2020-2021;726;application;;3
2020-2021;726;decision;;4
2020-2021;726;issuance;;5
2020-2021;726;feedback;Y;6
2022-2023;728;registration;;1
2022-2023;728;authentication;Y;2
2022-2023;728;application;Y;3
2022-2023;728;decision;Y;4
2022-2023;728;issuance;;5
2022-2023;728;feedback;N;6
2020-2021;729;registration;;1
2020-2021;729;authentication;N;2
2020-2021;729;application;N;3
2020-2021;729;decision;N;4
2020-2021;729;issuance;N;5
2020-2021;729;feedback;;6
2021-2022;730;registration;N;1
2021-2022;730;authentication;N;2
2021-2022;730;application;N;3
2021-2022;730;decision;N;4
2021-2022;730;issuance;N;5
2021-2022;730;feedback;;6
2022-2023;731;registration;;1
2022-2023;731;authentication;N;2
2022-2023;731;application;N;3
2022-2023;731;decision;N;4
2022-2023;731;issuance;N;5
2022-2023;731;feedback;N;6
2020-2021;732;registration;N;1
2020-2021;732;authentication;N;2
2020-2021;732;application;N;3
2020-2021;732;decision;N;4
2020-2021;732;issuance;N;5
2020-2021;732;feedback;Y;6
2022-2023;733;registration;;1
2022-2023;733;authentication;N;2
2022-2023;733;application;N;3
2022-2023;733;decision;N;4
2022-2023;733;issuance;N;5
2022-2023;733;feedback;N;6
2022-2023;734;registration;;1
2022-2023;734;authentication;N;2
2022-2023;734;application;N;3
2022-2023;734;decision;N;4
2022-2023;734;issuance;N;5
2022-2023;734;feedback;N;6
2020-2021;735;registration;N;1
2020-2021;735;authentication;N;2
2020-2021;735;application;N;3
2020-2021;735;decision;N;4
2020-2021;735;issuance;;5
2020-2021;735;feedback;Y;6
2020-2021;736;registration;N;1
2020-2021;736;authentication;N;2
2020-2021;736;application;N;3
2020-2021;736;decision;N;4
2020-2021;736;issuance;;5
2020-2021;736;feedback;Y;6
2022-2023;737;registration;;1
2022-2023;737;authentication;N;2
2022-2023;737;application;N;3
2022-2023;737;decision;N;4
2022-2023;737;issuance;N;5
2022-2023;737;feedback;N;6
2021-2022;738;registration;N;1
2021-2022;738;authentication;N;2
2021-2022;738;application;N;3
2021-2022;738;decision;;4
2021-2022;738;issuance;Y;5
2021-2022;738;feedback;N;6
2020-2021;739;registration;N;1
2020-2021;739;authentication;N;2
2020-2021;739;application;N;3
2020-2021;739;decision;N;4
2020-2021;739;issuance;;5
2020-2021;739;feedback;Y;6
2022-2023;740;registration;;1
2022-2023;740;authentication;N;2
2022-2023;740;application;N;3
2022-2023;740;decision;N;4
2022-2023;740;issuance;N;5
2022-2023;740;feedback;N;6
2022-2023;741;registration;;1
2022-2023;741;authentication;N;2
2022-2023;741;application;N;3
2022-2023;741;decision;N;4
2022-2023;741;issuance;N;5
2022-2023;741;feedback;N;6
2022-2023;742;registration;;1
2022-2023;742;authentication;N;2
2022-2023;742;application;N;3
2022-2023;742;decision;Y;4
2022-2023;742;issuance;N;5
2022-2023;742;feedback;Y;6
2022-2023;743;registration;;1
2022-2023;743;authentication;N;2
2022-2023;743;application;N;3
2022-2023;743;decision;N;4
2022-2023;743;issuance;N;5
2022-2023;743;feedback;N;6
2022-2023;744;registration;N;1
2022-2023;744;authentication;N;2
2022-2023;744;application;N;3
2022-2023;744;decision;N;4
2022-2023;744;issuance;N;5
2022-2023;744;feedback;N;6
2022-2023;745;registration;;1
2022-2023;745;authentication;N;2
2022-2023;745;application;N;3
2022-2023;745;decision;N;4
2022-2023;745;issuance;N;5
2022-2023;745;feedback;N;6
2022-2023;746;registration;;1
2022-2023;746;authentication;N;2
2022-2023;746;application;N;3
2022-2023;746;decision;N;4
2022-2023;746;issuance;N;5
2022-2023;746;feedback;N;6
2022-2023;747;registration;Y;1
2022-2023;747;authentication;N;2
2022-2023;747;application;Y;3
2022-2023;747;decision;N;4
2022-2023;747;issuance;N;5
2022-2023;747;feedback;Y;6
2022-2023;748;registration;;1
2022-2023;748;authentication;N;2
2022-2023;748;application;Y;3
2022-2023;748;decision;N;4
2022-2023;748;issuance;N;5
2022-2023;748;feedback;N;6
2022-2023;749;registration;N;1
2022-2023;749;authentication;N;2
2022-2023;749;application;Y;3
2022-2023;749;decision;N;4
2022-2023;749;issuance;N;5
2022-2023;749;feedback;N;6
2022-2023;750;registration;N;1
2022-2023;750;authentication;N;2
2022-2023;750;application;Y;3
2022-2023;750;decision;N;4
2022-2023;750;issuance;N;5
2022-2023;750;feedback;N;6
2020-2021;751;registration;;1
2020-2021;751;authentication;;2
2020-2021;751;application;;3
2020-2021;751;decision;;4
2020-2021;751;issuance;;5
2020-2021;751;feedback;;6
2020-2021;752;registration;;1
2020-2021;752;authentication;N;2
2020-2021;752;application;Y;3
2020-2021;752;decision;;4
2020-2021;752;issuance;N;5
2020-2021;752;feedback;Y;6
2020-2021;753;registration;;1
2020-2021;753;authentication;;2
2020-2021;753;application;;3
2020-2021;753;decision;;4
2020-2021;753;issuance;;5
2020-2021;753;feedback;;6
2020-2021;754;registration;;1
2020-2021;754;authentication;;2
2020-2021;754;application;;3
2020-2021;754;decision;;4
2020-2021;754;issuance;;5
2020-2021;754;feedback;;6
2022-2023;755;registration;N;1
2022-2023;755;authentication;N;2
2022-2023;755;application;N;3
2022-2023;755;decision;N;4
2022-2023;755;issuance;N;5
2022-2023;755;feedback;N;6
2021-2022;756;registration;;1
2021-2022;756;authentication;;2
2021-2022;756;application;;3
2021-2022;756;decision;;4
2021-2022;756;issuance;;5
2021-2022;756;feedback;;6
2022-2023;757;registration;Y;1
2022-2023;757;authentication;Y;2
2022-2023;757;application;Y;3
2022-2023;757;decision;Y;4
2022-2023;757;issuance;;5
2022-2023;757;feedback;Y;6
2022-2023;758;registration;Y;1
2022-2023;758;authentication;Y;2
2022-2023;758;application;Y;3
2022-2023;758;decision;Y;4
2022-2023;758;issuance;;5
2022-2023;758;feedback;Y;6
2022-2023;759;registration;;1
2022-2023;759;authentication;Y;2
2022-2023;759;application;;3
2022-2023;759;decision;;4
2022-2023;759;issuance;;5
2022-2023;759;feedback;;6
2022-2023;761;registration;;1
2022-2023;761;authentication;;2
2022-2023;761;application;Y;3
2022-2023;761;decision;N;4
2022-2023;761;issuance;N;5
2022-2023;761;feedback;N;6
2022-2023;762;registration;N;1
2022-2023;762;authentication;N;2
2022-2023;762;application;N;3
2022-2023;762;decision;N;4
2022-2023;762;issuance;N;5
2022-2023;762;feedback;N;6
2022-2023;763;registration;N;1
2022-2023;763;authentication;N;2
2022-2023;763;application;N;3
2022-2023;763;decision;N;4
2022-2023;763;issuance;N;5
2022-2023;763;feedback;Y;6
2018-2019;764;registration;;1
2018-2019;764;authentication;N;2
2018-2019;764;application;N;3
2018-2019;764;decision;N;4
2018-2019;764;issuance;N;5
2018-2019;764;feedback;N;6
2018-2019;765;registration;;1
2018-2019;765;authentication;;2
2018-2019;765;application;N;3
2018-2019;765;decision;N;4
2018-2019;765;issuance;N;5
2018-2019;765;feedback;N;6
2020-2021;766;registration;;1
2020-2021;766;authentication;;2
2020-2021;766;application;;3
2020-2021;766;decision;;4
2020-2021;766;issuance;;5
2020-2021;766;feedback;;6
2022-2023;767;registration;N;1
2022-2023;767;authentication;N;2
2022-2023;767;application;N;3
2022-2023;767;decision;N;4
2022-2023;767;issuance;N;5
2022-2023;767;feedback;N;6
2022-2023;768;registration;;1
2022-2023;768;authentication;;2
2022-2023;768;application;;3
2022-2023;768;decision;;4
2022-2023;768;issuance;;5
2022-2023;768;feedback;;6
2022-2023;770;registration;N;1
2022-2023;770;authentication;;2
2022-2023;770;application;N;3
2022-2023;770;decision;N;4
2022-2023;770;issuance;N;5
2022-2023;770;feedback;Y;6
2022-2023;771;registration;;1
2022-2023;771;authentication;;2
2022-2023;771;application;;3
2022-2023;771;decision;;4
2022-2023;771;issuance;;5
2022-2023;771;feedback;Y;6
2022-2023;772;registration;;1
2022-2023;772;authentication;;2
2022-2023;772;application;;3
2022-2023;772;decision;;4
2022-2023;772;issuance;;5
2022-2023;772;feedback;;6
2022-2023;775;registration;N;1
2022-2023;775;authentication;N;2
2022-2023;775;application;N;3
2022-2023;775;decision;N;4
2022-2023;775;issuance;N;5
2022-2023;775;feedback;N;6
2022-2023;779;registration;N;1
2022-2023;779;authentication;N;2
2022-2023;779;application;N;3
2022-2023;779;decision;N;4
2022-2023;779;issuance;N;5
2022-2023;779;feedback;N;6
2021-2022;788;registration;N;1
2021-2022;788;authentication;N;2
2021-2022;788;application;N;3
2021-2022;788;decision;N;4
2021-2022;788;issuance;N;5
2021-2022;788;feedback;N;6
2022-2023;789;registration;N;1
2022-2023;789;authentication;N;2
2022-2023;789;application;N;3
2022-2023;789;decision;N;4
2022-2023;789;issuance;N;5
2022-2023;789;feedback;N;6
2022-2023;790;registration;N;1
2022-2023;790;authentication;N;2
2022-2023;790;application;Y;3
2022-2023;790;decision;Y;4
2022-2023;790;issuance;Y;5
2022-2023;790;feedback;N;6
2022-2023;792;registration;Y;1
2022-2023;792;authentication;N;2
2022-2023;792;application;Y;3
2022-2023;792;decision;N;4
2022-2023;792;issuance;N;5
2022-2023;792;feedback;N;6
2022-2023;795;registration;N;1
2022-2023;795;authentication;N;2
2022-2023;795;application;N;3
2022-2023;795;decision;N;4
2022-2023;795;issuance;N;5
2022-2023;795;feedback;N;6
2021-2022;798;registration;N;1
2021-2022;798;authentication;N;2
2021-2022;798;application;N;3
2021-2022;798;decision;N;4
2021-2022;798;issuance;N;5
2021-2022;798;feedback;N;6
2022-2023;8;registration;Y;1
2022-2023;8;authentication;Y;2
2022-2023;8;application;Y;3
2022-2023;8;decision;Y;4
2022-2023;8;issuance;Y;5
2022-2023;8;feedback;Y;6
2019-2020;800;registration;Y;1
2019-2020;800;authentication;N;2
2019-2020;800;application;Y;3
2019-2020;800;decision;N;4
2019-2020;800;issuance;N;5
2019-2020;800;feedback;N;6
2021-2022;801;registration;N;1
2021-2022;801;authentication;N;2
2021-2022;801;application;N;3
2021-2022;801;decision;N;4
2021-2022;801;issuance;N;5
2021-2022;801;feedback;N;6
2022-2023;803;registration;;1
2022-2023;803;authentication;;2
2022-2023;803;application;;3
2022-2023;803;decision;;4
2022-2023;803;issuance;;5
2022-2023;803;feedback;;6
2022-2023;805;registration;N;1
2022-2023;805;authentication;N;2
2022-2023;805;application;N;3
2022-2023;805;decision;N;4
2022-2023;805;issuance;N;5
2022-2023;805;feedback;N;6
2022-2023;806;registration;;1
2022-2023;806;authentication;;2
2022-2023;806;application;;3
2022-2023;806;decision;;4
2022-2023;806;issuance;;5
2022-2023;806;feedback;;6
2020-2021;808;registration;N;1
2020-2021;808;authentication;N;2
2020-2021;808;application;N;3
2020-2021;808;decision;N;4
2020-2021;808;issuance;N;5
2020-2021;808;feedback;N;6
2020-2021;809;registration;;1
2020-2021;809;authentication;;2
2020-2021;809;application;;3
2020-2021;809;decision;;4
2020-2021;809;issuance;;5
2020-2021;809;feedback;;6
2022-2023;810;registration;Y;1
2022-2023;810;authentication;N;2
2022-2023;810;application;N;3
2022-2023;810;decision;N;4
2022-2023;810;issuance;N;5
2022-2023;810;feedback;N;6
2022-2023;811;registration;N;1
2022-2023;811;authentication;N;2
2022-2023;811;application;N;3
2022-2023;811;decision;N;4
2022-2023;811;issuance;N;5
2022-2023;811;feedback;N;6
2022-2023;813;registration;;1
2022-2023;813;authentication;;2
2022-2023;813;application;;3
2022-2023;813;decision;;4
2022-2023;813;issuance;;5
2022-2023;813;feedback;;6
2022-2023;814;registration;;1
2022-2023;814;authentication;;2
2022-2023;814;application;;3
2022-2023;814;decision;;4
2022-2023;814;issuance;;5
2022-2023;814;feedback;;6
2022-2023;815;registration;;1
2022-2023;815;authentication;;2
2022-2023;815;application;;3
2022-2023;815;decision;;4
2022-2023;815;issuance;;5
2022-2023;815;feedback;;6
2022-2023;816;registration;;1
2022-2023;816;authentication;;2
2022-2023;816;application;Y;3
2022-2023;816;decision;;4
2022-2023;816;issuance;;5
2022-2023;816;feedback;;6
2022-2023;817;registration;;1
2022-2023;817;authentication;;2
2022-2023;817;application;;3
2022-2023;817;decision;;4
2022-2023;817;issuance;;5
2022-2023;817;feedback;;6
2022-2023;818;registration;;1
2022-2023;818;authentication;;2
2022-2023;818;application;;3
2022-2023;818;decision;;4
2022-2023;818;issuance;;5
2022-2023;818;feedback;;6
2022-2023;822;registration;;1
2022-2023;822;authentication;;2
2022-2023;822;application;;3
2022-2023;822;decision;;4
2022-2023;822;issuance;;5
2022-2023;822;feedback;;6
2022-2023;832;registration;;1
2022-2023;832;authentication;;2
2022-2023;832;application;;3
2022-2023;832;decision;;4
2022-2023;832;issuance;;5
2022-2023;832;feedback;;6
2022-2023;838;registration;Y;1
2022-2023;838;authentication;Y;2
2022-2023;838;application;;3
2022-2023;838;decision;;4
2022-2023;838;issuance;;5
2022-2023;838;feedback;;6
2022-2023;839;registration;;1
2022-2023;839;authentication;;2
2022-2023;839;application;;3
2022-2023;839;decision;;4
2022-2023;839;issuance;;5
2022-2023;839;feedback;;6
2022-2023;840;registration;N;1
2022-2023;840;authentication;Y;2
2022-2023;840;application;Y;3
2022-2023;840;decision;N;4
2022-2023;840;issuance;N;5
2022-2023;840;feedback;Y;6
2022-2023;843;registration;N;1
2022-2023;843;authentication;Y;2
2022-2023;843;application;;3
2022-2023;843;decision;;4
2022-2023;843;issuance;;5
2022-2023;843;feedback;N;6
2022-2023;844;registration;;1
2022-2023;844;authentication;;2
2022-2023;844;application;;3
2022-2023;844;decision;;4
2022-2023;844;issuance;;5
2022-2023;844;feedback;;6
2022-2023;845;registration;N;1
2022-2023;845;authentication;N;2
2022-2023;845;application;N;3
2022-2023;845;decision;N;4
2022-2023;845;issuance;N;5
2022-2023;845;feedback;N;6
2022-2023;846;registration;;1
2022-2023;846;authentication;;2
2022-2023;846;application;;3
2022-2023;846;decision;;4
2022-2023;846;issuance;;5
2022-2023;846;feedback;;6
2022-2023;849;registration;;1
2022-2023;849;authentication;;2
2022-2023;849;application;N;3
2022-2023;849;decision;;4
2022-2023;849;issuance;;5
2022-2023;849;feedback;;6
2022-2023;850;registration;Y;1
2022-2023;850;authentication;Y;2
2022-2023;850;application;Y;3
2022-2023;850;decision;N;4
2022-2023;850;issuance;N;5
2022-2023;850;feedback;N;6
2022-2023;851;registration;N;1
2022-2023;851;authentication;N;2
2022-2023;851;application;Y;3
2022-2023;851;decision;N;4
2022-2023;851;issuance;N;5
2022-2023;851;feedback;;6
2022-2023;859;registration;Y;1
2022-2023;859;authentication;Y;2
2022-2023;859;application;Y;3
2022-2023;859;decision;N;4
