"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE05","Networks",331504663.00,376604280.73,328102937.00,431360724.00,874.00,1192.00,876.00,867.00,,
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE06","Security",149215353.00,191167774.51,146860951.00,97580961.00,724.00,670.00,727.00,716.00,,
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE07","Enterprise Services Design and Delivery",212635650.00,305252104.63,179078919.00,53695646.00,1244.00,1615.00,1237.00,1213.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS01","Management and Oversight Services",37369197.00,40703642.48,36668285.00,35243747.00,211.00,231.00,211.00,207.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS02","Communications Services",16791601.00,10818629.44,16563957.00,14403215.00,118.00,102.00,118.00,116.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS03","Legal Services",1773365.00,,1748919.00,1538314.00,0.00,0.00,0.00,0.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS04","Human Resources Management Services",37719087.00,49414219.55,37207199.00,33086991.00,314.00,382.00,314.00,310.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS05","Financial Management Services",41824352.00,69108973.41,41205449.00,36011534.00,249.00,309.00,249.00,245.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS06","Information Management Services",11990626.00,14669828.58,11058839.00,10007431.00,63.00,43.00,63.00,62.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS07","Information Technology Services",46644657.00,71680272.45,46006958.00,39861940.00,162.00,272.00,162.00,156.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS08","Real Property Management Services",30429279.00,27902946.77,22133754.00,20734081.00,33.00,45.00,33.00,31.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS09","Materiel Management Services",3289.00,2939225.64,3289.00,3289.00,0.00,20.00,0.00,0.00,,
"FY 2021-22",305,"Shared Services Canada","Internal Services","ISS0Z","Acquisition Management Services",17556531.00,19305162.91,17315461.00,10676115.00,190.00,200.00,190.00,188.00,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT01","Insight Research",245245611.00,244844094.10,240721163.00,232054635.00,82.00,95.00,82.00,82.00,,"At the start of 2021-22, SSHRC revised the allocation of costs to internal services to better align the program inventory to actual usage resulting in a shift of full-time equivalents between internal services and core responsibility 1 and 2, ""Funding Social Sciences and Humanities Research and Training"" and ""Institutional Support for the Indirect Costs of Research"" respectively."
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT02","Research Training and Talent Development",134411779.00,137431638.54,139387053.00,137633936.00,38.00,38.00,38.00,38.00,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT03","Research Partnerships",104834392.00,109499310.02,91841841.00,79442395.00,38.00,51.00,38.00,38.00,,"At the start of 2021-22, SSHRC revised the allocation of costs to internal services to better align the program inventory to actual usage resulting in a shift of full-time equivalents between internal services and core responsibility 1 and 2, ""Funding Social Sciences and Humanities Research and Training"" and ""Institutional Support for the Indirect Costs of Research"" respectively."
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT04","New Frontiers in Research Fund",75728887.00,75894111.77,110422022.00,126377178.00,21.00,25.00,21.00,21.00,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT05","Canada Research Continuity Emergency Fund",0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,"This funding was only received in 2020-21 and is no longer relevant for 2021-22."
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT06","Canada Biomedical Research Fund",,810842.12,,,,9.00,,,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Institutional support for the indirect costs of research","BNU01","Research Support Fund",428055944.00,429418014.13,428062849.00,428071120.00,4.00,7.00,4.00,4.00,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Internal Services","ISS01","Management and Oversight Services",5083117.00,5014821.28,5396317.00,5446649.00,46.00,34.00,46.00,46.00,,"At the start of 2021-22, SSHRC revised the allocation of costs to internal services to better align the program inventory to actual usage resulting in a shift of full-time equivalents between internal services and core responsibility 1 and 2, ""Funding Social Sciences and Humanities Research and Training"" and ""Institutional Support for the Indirect Costs of Research"" respectively."
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Internal Services","ISS02","Communications Services",1800890.00,1627892.38,1911853.00,1929685.00,14.00,11.00,14.00,14.00,,
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Internal Services","ISS03","Legal Services",54879.00,63097.82,58260.00,58803.00,0.00,0.00,0.00,0.00,,"Legal services costs vary from year to year due to unforeseen circumstances."
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Internal Services","ISS04","Human Resources Management Services",1584191.00,1958347.06,1681802.00,1697489.00,13.00,14.00,13.00,13.00,,"Workforce modernization, collective bargaining and safe workplace strategy"
"FY 2021-22",306,"Social Sciences and Humanities Research Council","Internal Services","ISS05","Financial Management Services",1658140.00,1524461.32,1760308.00,1776727.00,15.00,10.00,15.00,15.00,,
